"행정구역(시군구)별","연령별",2021. 08,2021. 08,2021. 08
"충청북도","93세",1117,228,889
"충청북도","94세",865,176,689
"충청북도","95세",569,104,465
"충청북도","96세",396,84,312
"충청북도","97세",261,60,201
"충청북도","98세",255,43,212
"충청북도","99세",177,41,136
"충청북도","100세 이상",318,67,251
"충청남도","계",2118183,1082664,1035519
"충청남도","0세",11028,5770,5258
"충청남도","1세",12490,6431,6059
"충청남도","2세",13709,6961,6748
"충청남도","3세",14905,7586,7319
"충청남도","4세",16403,8427,7976
"충청남도","5세",18312,9270,9042
"충청남도","6세",19141,9804,9337
"충청남도","7세",19023,9770,9253
"충청남도","8세",20064,10198,9866
"충청남도","9세",20973,10794,10179
"충청남도","10세",21364,11099,10265
"충청남도","11세",20114,10420,9694
"충청남도","12세",19748,10267,9481
"충청남도","13세",21059,10877,10182
"충청남도","14세",20464,10626,9838
"충청남도","15세",19131,9874,9257
"충청남도","16세",18848,9757,9091
"충청남도","17세",20075,10395,9680
"충청남도","18세",19777,10258,9519
"충청남도","19세",20675,10852,9823
"충청남도","20세",23647,12548,11099
"충청남도","21세",24569,13198,11371
"충청남도","22세",23221,12646,10575
"충청남도","23세",23406,12957,10449
"충청남도","24세",23454,12929,10525
"충청남도","25세",23487,13218,10269
"충청남도","26세",23650,13638,10012
"충청남도","27세",24226,13749,10477
"충청남도","28세",25061,13913,11148
"충청남도","29세",25075,13920,11155
"충청남도","30세",23238,12917,10321
"충청남도","31세",23462,12997,10465
"충청남도","32세",23655,12992,10663
"충청남도","33세",23805,12817,10988
"충청남도","34세",24643,13110,11533
"충청남도","35세",25123,13517,11606
"충청남도","36세",25527,13688,11839
"충청남도","37세",27567,14624,12943
"충청남도","38세",30952,16411,14541
"충청남도","39세",33636,17877,15759
"충청남도","40세",33551,18084,15467
"충청남도","41세",33916,17862,16054
"충청남도","42세",31429,16672,14757
"충청남도","43세",30293,16355,13938
"충청남도","44세",30450,16272,14178
"충청남도","45세",30106,15806,14300
"충청남도","46세",32388,17025,15363
"충청남도","47세",35010,18741,16269
"충청남도","48세",34992,18685,16307
"충청남도","49세",33721,18262,15459
"충청남도","50세",37133,20041,17092
"충청남도","51세",34107,18264,15843
"충청남도","52세",37668,20040,17628
"충청남도","53세",34650,18224,16426
"충청남도","54세",32926,17418,15508
"충청남도","55세",30086,15973,14113
"충청남도","56세",35071,18532,16539
"충청남도","57세",29684,15599,14085
"충청남도","58세",33721,17831,15890
"충청남도","59세",33013,17294,15719
"충청남도","60세",40766,21168,19598
"충청남도","61세",37759,19045,18714
"충청남도","62세",32526,16366,16160
"충청남도","63세",30029,15176,14853
"충청남도","64세",29599,15072,14527
"충청남도","65세",28171,14118,14053
"충청남도","66세",29282,14532,14750
"충청남도","67세",23629,11544,12085
"충청남도","68세",20876,10204,10672
"충청남도","69세",23197,11293,11904
"충청남도","70세",17760,8674,9086
"충청남도","71세",20697,9941,10756
"충청남도","72세",19978,9581,10397
"충청남도","73세",18961,9077,9884
"충청남도","74세",18311,8658,9653
"충청남도","75세",12346,5928,6418
"충청남도","76세",14101,6261,7840
"충청남도","77세",15033,6361,8672
"충청남도","78세",16223,6703,9520
"충청남도","79세",18177,7252,10925
"충청남도","80세",13638,5401,8237
"충청남도","81세",12830,4895,7935
"충청남도","82세",13628,4979,8649
"충청남도","83세",12153,4404,7749
"충청남도","84세",11287,4013,7274
"충청남도","85세",10480,3532,6948
"충청남도","86세",9292,3004,6288
"충청남도","87세",7577,2376,5201
"충청남도","88세",6361,1902,4459
"충청남도","89세",5428,1546,3882
"충청남도","90세",3636,944,2692
"충청남도","91세",2944,714,2230
"충청남도","92세",2564,609,1955
"충청남도","93세",1865,416,1449
"충청남도","94세",1297,290,1007
"충청남도","95세",912,182,730
"충청남도","96세",614,132,482
"충청남도","97세",418,82,336
"충청남도","98세",430,77,353
"충청남도","99세",273,42,231
"충청남도","100세 이상",513,88,425
"전라북도","계",1792476,891776,900700
"전라북도","0세",7594,3830,3764
"전라북도","1세",8428,4299,4129
"전라북도","2세",9361,4775,4586
"전라북도","3세",10548,5373,5175
"전라북도","4세",11751,6034,5717
"전라북도","5세",13528,6979,6549
"전라북도","6세",14593,7470,7123
"전라북도","7세",14582,7484,7098
"전라북도","8세",15474,8004,7470
"전라북도","9세",16546,8568,7978
"전라북도","10세",17250,8789,8461
"전라북도","11세",16056,8237,7819
"전라북도","12세",16168,8399,7769
"전라북도","13세",17162,8852,8310
"전라북도","14세",17059,8772,8287
"전라북도","15세",16125,8378,7747
"전라북도","16세",16654,8772,7882
"전라북도","17세",17763,9174,8589
"전라북도","18세",18087,9363,8724
"전라북도","19세",19062,10007,9055
"전라북도","20세",21831,11397,10434
"전라북도","21세",22698,12028,10670
"전라북도","22세",21689,11758,9931
"전라북도","23세",21856,12029,9827
"전라북도","24세",21346,11688,9658
"전라북도","25세",21114,11749,9365
"전라북도","26세",20356,11149,9207
"전라북도","27세",20093,10984,9109
"전라북도","28세",19299,10374,8925
"전라북도","29세",18779,9919,8860
"전라북도","30세",17355,9248,8107
"전라북도","31세",16925,8985,7940
"전라북도","32세",16344,8583,7761
"전라북도","33세",16044,8237,7807
"전라북도","34세",16530,8511,8019
"전라북도","35세",17462,8921,8541
"전라북도","36세",17712,9010,8702
"전라북도","37세",19841,10176,9665
"전라북도","38세",22010,11275,10735
"전라북도","39세",23917,12131,11786
"전라북도","40세",24110,12346,11764
"전라북도","41세",24787,12650,12137
"전라북도","42세",24078,12335,11743
"전라북도","43세",24063,12290,11773
"전라북도","44세",24076,12416,11660
"전라북도","45세",24553,12635,11918
"전라북도","46세",26456,13538,12918
"전라북도","47세",30262,15682,14580
"전라북도","48세",30013,15394,14619
"전라북도","49세",29598,15499,14099
"전라북도","50세",32396,17103,15293
"전라북도","51세",29825,15539,14286
"전라북도","52세",31991,16612,15379
"전라북도","53세",30513,15925,14588
"전라북도","54세",29292,15091,14201
"전라북도","55세",29726,15549,14177
"전라북도","56세",29201,15093,14108
"전라북도","57세",26089,13501,12588
"전라북도","58세",30440,15803,14637
"전라북도","59세",28570,14660,13910
"전라북도","60세",34606,17284,17322
"전라북도","61세",34321,16974,17347
"전라북도","62세",29253,14479,14774
"전라북도","63세",26710,13384,13326
"전라북도","64세",27291,13814,13477
"전라북도","65세",24909,12406,12503
"전라북도","66세",26841,13112,13729
"전라북도","67세",21983,10720,11263
"전라북도","68세",18953,9173,9780
"전라북도","69세",20869,10053,10816
"전라북도","70세",18337,8829,9508
"전라북도","71세",20853,9811,11042
"전라북도","72세",18177,8366,9811
"전라북도","73세",18351,8450,9901
"전라북도","74세",19795,9241,10554
"전라북도","75세",13546,6160,7386
"전라북도","76세",13673,5932,7741
"전라북도","77세",13285,5487,7798
"전라북도","78세",15963,6349,9614
"전라북도","79세",18833,7366,11467
"전라북도","80세",13015,5011,8004
"전라북도","81세",12429,4619,7810
"전라북도","82세",12450,4510,7940
"전라북도","83세",11150,3886,7264
"전라북도","84세",10131,3384,6747
"전라북도","85세",9347,2999,6348
"전라북도","86세",8304,2618,5686
"전라북도","87세",6912,2046,4866
"전라북도","88세",5708,1550,4158
"전라북도","89세",4550,1155,3395
"전라북도","90세",3517,863,2654
"전라북도","91세",2933,657,2276
"전라북도","92세",2356,547,1809
"전라북도","93세",1922,412,1510
"전라북도","94세",1314,250,1064
"전라북도","95세",747,136,611
"전라북도","96세",561,112,449
"전라북도","97세",340,59,281
"전라북도","98세",431,75,356
"전라북도","99세",248,39,209
"전라북도","100세 이상",531,86,445
"전라남도","계",1838353,924912,913441
"전라남도","0세",8563,4301,4262
"전라남도","1세",9800,5040,4760
"전라남도","2세",10589,5394,5195
"전라남도","3세",11216,5756,5460
"전라남도","4세",12048,6209,5839
"전라남도","5세",13712,7007,6705
"전라남도","6세",14332,7333,6999
"전라남도","7세",14347,7334,7013
"전라남도","8세",15593,7886,7707
"전라남도","9세",16366,8221,8145
"전라남도","10세",16927,8631,8296
"전라남도","11세",15809,8255,7554
"전라남도","12세",15434,7907,7527
"전라남도","13세",16714,8619,8095
"전라남도","14세",16215,8350,7865
"전라남도","15세",15258,7867,7391
"전라남도","16세",15448,7949,7499
"전라남도","17세",17212,9000,8212
"전라남도","18세",17030,8848,8182
"전라남도","19세",18088,9601,8487
"전라남도","20세",20652,11336,9316
"전라남도","21세",21755,12035,9720
"전라남도","22세",20427,11455,8972
"전라남도","23세",20034,11255,8779
"전라남도","24세",19847,11276,8571
"전라남도","25세",19693,11308,8385
"전라남도","26세",19022,10871,8151
"전라남도","27세",18718,10583,8135
"전라남도","28세",18460,10207,8253
"전라남도","29세",18026,9719,8307
"전라남도","30세",16399,8847,7552
"전라남도","31세",16209,8638,7571
"전라남도","32세",15510,8246,7264
"전라남도","33세",15406,8049,7357
"전라남도","34세",16147,8328,7819
"전라남도","35세",17169,8905,8264
"전라남도","36세",17875,9397,8478
"전라남도","37세",19625,10134,9491
"전라남도","38세",22021,11618,10403
"전라남도","39세",24148,12794,11354
"전라남도","40세",23725,12650,11075
"전라남도","41세",24696,13019,11677
"전라남도","42세",23850,12479,11371
"전라남도","43세",23119,12279,10840
"전라남도","44세",23599,12492,11107
"전라남도","45세",23701,12772,10929
"전라남도","46세",25040,13374,11666
"전라남도","47세",28222,15226,12996
"전라남도","48세",29251,15674,13577
"전라남도","49세",28936,15780,13156
"전라남도","50세",31942,17404,14538
"전라남도","51세",30331,16321,14010
"전라남도","52세",31903,17279,14624
"전라남도","53세",32110,17311,14799
"전라남도","54세",30194,16399,13795
"전라남도","55세",32089,17598,14491
"전라남도","56세",30888,16560,14328
"전라남도","57세",29172,15435,13737
"전라남도","58세",33126,17736,15390
"전라남도","59세",30175,15922,14253
"전라남도","60세",35805,18325,17480
"전라남도","61세",36135,18377,17758
"전라남도","62세",32430,16550,15880
"전라남도","63세",29464,15224,14240
"전라남도","64세",28847,14718,14129
"전라남도","65세",25742,13097,12645
"전라남도","66세",27473,13739,13734
"전라남도","67세",22068,10928,11140
"전라남도","68세",20536,10106,10430
"전라남도","69세",23351,11295,12056
"전라남도","70세",20398,9882,10516
"전라남도","71세",21250,10219,11031
"전라남도","72세",20611,9875,10736
"전라남도","73세",20513,9566,10947
"전라남도","74세",21156,9595,11561
"전라남도","75세",15111,6756,8355
"전라남도","76세",16975,7140,9835
"전라남도","77세",15132,6155,8977
"전라남도","78세",19406,7589,11817
"전라남도","79세",20565,7942,12623
"전라남도","80세",17244,6382,10862
"전라남도","81세",16178,5736,10442
"전라남도","82세",15124,5204,9920
"전라남도","83세",13709,4398,9311
"전라남도","84세",12332,3869,8463
"전라남도","85세",10600,3029,7571
"전라남도","86세",9242,2611,6631
"전라남도","87세",7856,2117,5739
"전라남도","88세",6310,1596,4714
"전라남도","89세",5352,1263,4089
"전라남도","90세",4191,898,3293
"전라남도","91세",3834,716,3118
"전라남도","92세",2610,587,2023
"전라남도","93세",1876,385,1491
"전라남도","94세",1377,245,1132
"전라남도","95세",947,162,785
"전라남도","96세",665,117,548
"전라남도","97세",493,102,391
"전라남도","98세",609,81,528
"전라남도","99세",309,48,261
"전라남도","100세 이상",614,69,545
"경상북도","계",2630254,1325354,1304900
"경상북도","0세",12004,6122,5882
"경상북도","1세",13419,6830,6589
"경상북도","2세",14768,7629,7139
"경상북도","3세",16324,8469,7855
"경상북도","4세",17965,9163,8802
"경상북도","5세",20485,10472,10013
"경상북도","6세",21189,10918,10271
"경상북도","7세",20962,10851,10111
"경상북도","8세",21968,11335,10633
"경상북도","9세",23021,11956,11065
"경상북도","10세",23191,12070,11121
"경상북도","11세",21191,10946,10245
"경상북도","12세",21274,11095,10179
"경상북도","13세",22712,11786,10926
"경상북도","14세",22220,11625,10595
"경상북도","15세",21007,11065,9942
"경상북도","16세",21402,11265,10137
"경상북도","17세",22931,12264,10667
"경상북도","18세",22705,11973,10732
"경상북도","19세",24415,13053,11362
"경상북도","20세",28162,15377,12785
"경상북도","21세",29871,16575,13296
"경상북도","22세",27800,15691,12109
"경상북도","23세",27885,15947,11938
"경상북도","24세",27994,15976,12018
"경상북도","25세",27728,16101,11627
"경상북도","26세",27595,15999,11596
"경상북도","27세",27294,15711,11583
"경상북도","28세",27499,15582,11917
"경상북도","29세",27750,15422,12328
"경상북도","30세",25372,14032,11340
"경상북도","31세",25958,14478,11480
"경상북도","32세",25136,14047,11089
"경상북도","33세",25169,13681,11488
"경상북도","34세",26038,13761,12277
"경상북도","35세",27173,14491,12682
"경상북도","36세",27555,14620,12935
"경상북도","37세",29593,15431,14162
"경상북도","38세",33904,17618,16286
"경상북도","39세",36862,18925,17937
"경상북도","40세",37252,19560,17692
"경상북도","41세",37750,19721,18029
"경상북도","42세",35056,18324,16732
"경상북도","43세",34086,17803,16283
"경상북도","44세",34325,17951,16374
"경상북도","45세",35172,18249,16923
"경상북도","46세",38055,19691,18364
"경상북도","47세",42036,21764,20272
"경상북도","48세",42273,21838,20435
"경상북도","49세",42159,22235,19924
"경상북도","50세",45425,23994,21431
"경상북도","51세",44614,23237,21377
"경상북도","52세",47050,24483,22567
"경상북도","53세",46567,23927,22640
"경상북도","54세",44060,22627,21433
"경상북도","55세",44991,23811,21180
"경상북도","56세",44904,22959,21945
"경상북도","57세",42158,21870,20288
"경상북도","58세",47640,24632,23008
"경상북도","59세",46465,23821,22644
"경상북도","60세",55169,28078,27091
"경상북도","61세",52775,26287,26488
"경상북도","62세",47186,23776,23410
"경상북도","63세",42809,21840,20969
"경상북도","64세",44144,22430,21714
"경상북도","65세",40810,20395,20415
"경상북도","66세",40748,19938,20810
"경상북도","67세",34813,16981,17832
"경상북도","68세",34639,16836,17803
"경상북도","69세",35426,16879,18547
"경상북도","70세",26311,12626,13685
"경상북도","71세",27979,13470,14509
"경상북도","72세",29343,14178,15165
"경상북도","73세",27593,13219,14374
"경상북도","74세",25184,11634,13550
"경상북도","75세",15368,7155,8213
"경상북도","76세",19341,8280,11061
"경상북도","77세",21292,8624,12668
"경상북도","78세",25052,9940,15112
"경상북도","79세",24960,9820,15140
"경상북도","80세",20039,7556,12483
"경상북도","81세",19190,7061,12129
"경상북도","82세",18987,6702,12285
"경상북도","83세",16247,5444,10803
"경상북도","84세",14672,4760,9912
"경상북도","85세",13552,4294,9258
"경상북도","86세",12283,3573,8710
"경상북도","87세",9735,2846,6889
"경상북도","88세",7871,2114,5757
"경상북도","89세",6813,1691,5122
"경상북도","90세",4896,1142,3754
"경상북도","91세",3939,813,3126
"경상북도","92세",3150,634,2516
"경상북도","93세",2523,481,2042
"경상북도","94세",1820,354,1466
"경상북도","95세",1149,187,962
"경상북도","96세",892,145,747
"경상북도","97세",516,91,425
"경상북도","98세",521,82,439
"경상북도","99세",329,54,275
"경상북도","100세 이상",659,95,564
"경상남도","계",3322373,1672737,1649636
"경상남도","0세",15508,7942,7566
"경상남도","1세",17627,9122,8505
"경상남도","2세",19841,10089,9752
"경상남도","3세",22477,11604,10873
"경상남도","4세",25410,13151,12259
"경상남도","5세",29129,14926,14203
"경상남도","6세",30421,15529,14892
"경상남도","7세",30803,15944,14859
"경상남도","8세",31737,16262,15475
"경상남도","9세",33529,17304,16225
"경상남도","10세",34295,17683,16612
"경상남도","11세",31598,16343,15255
"경상남도","12세",31536,16297,15239
"경상남도","13세",33570,17277,16293
"경상남도","14세",32221,16684,15537
"경상남도","15세",30092,15682,14410
"경상남도","16세",29884,15674,14210
"경상남도","17세",32254,16989,15265
"경상남도","18세",31782,16828,14954
"경상남도","19세",33414,17968,15446
"경상남도","20세",37495,20541,16954
"경상남도","21세",39559,21963,17596
"경상남도","22세",36437,20425,16012
"경상남도","23세",36844,20630,16214
"경상남도","24세",36744,20802,15942
"경상남도","25세",36894,21005,15889
"경상남도","26세",35957,20315,15642
"경상남도","27세",36268,20227,16041
"경상남도","28세",36437,20236,16201
"경상남도","29세",36510,19813,16697
"경상남도","30세",33999,18342,15657
"경상남도","31세",34178,18585,15593
"경상남도","32세",33650,18069,15581
"경상남도","33세",33414,17455,15959
"경상남도","34세",34517,17833,16684
"경상남도","35세",36850,19391,17459
"경상남도","36세",38076,19755,18321
"경상남도","37세",42058,21660,20398
"경상남도","38세",47520,24483,23037
"경상남도","39세",51818,26507,25311
"경상남도","40세",53693,27819,25874
"경상남도","41세",54426,27891,26535
"경상남도","42세",50657,26052,24605
"경상남도","43세",48600,25084,23516
"경상남도","44세",48043,24899,23144
"경상남도","45세",48314,24883,23431
"경상남도","46세",52762,26880,25882
"경상남도","47세",56876,29146,27730
"경상남도","48세",58960,30135,28825
"경상남도","49세",57449,29925,27524
"경상남도","50세",62238,32101,30137
"경상남도","51세",59844,30603,29241
"경상남도","52세",63130,32220,30910
"경상남도","53세",59319,30003,29316
"경상남도","54세",57088,29146,27942
"경상남도","55세",56700,29498,27202
"경상남도","56세",55390,28044,27346
"경상남도","57세",48900,24972,23928
"경상남도","58세",58150,30155,27995
"경상남도","59세",56091,28516,27575
"경상남도","60세",67081,33306,33775
"경상남도","61세",61642,30851,30791
"경상남도","62세",54806,27711,27095
"경상남도","63세",50802,25691,25111
"경상남도","64세",50388,25333,25055
"경상남도","65세",46015,22752,23263
"경상남도","66세",47359,23144,24215
"경상남도","67세",37839,18774,19065
"경상남도","68세",35162,17071,18091
"경상남도","69세",36559,17719,18840
"경상남도","70세",28127,13393,14734
"경상남도","71세",29932,14275,15657
"경상남도","72세",29506,13986,15520
"경상남도","73세",29169,13685,15484
"경상남도","74세",26480,12060,14420
"경상남도","75세",17400,7911,9489
"경상남도","76세",21534,9329,12205
"경상남도","77세",20363,8361,12002
"경상남도","78세",22522,8894,13628
"경상남도","79세",22932,8760,14172
"경상남도","80세",19684,7316,12368
"경상남도","81세",18131,6387,11744
"경상남도","82세",17157,5819,11338
"경상남도","83세",14540,4796,9744
"경상남도","84세",13959,4419,9540
"경상남도","85세",12324,3621,8703
"경상남도","86세",10695,2986,7709
"경상남도","87세",9092,2404,6688
"경상남도","88세",7218,1753,5465
"경상남도","89세",6264,1420,4844
"경상남도","90세",4726,962,3764
"경상남도","91세",3741,688,3053
"경상남도","92세",3047,645,2402
"경상남도","93세",2155,376,1779
"경상남도","94세",1551,287,1264
"경상남도","95세",1061,167,894
"경상남도","96세",758,109,649
"경상남도","97세",472,74,398
"경상남도","98세",425,64,361
"경상남도","99세",251,37,214
"경상남도","100세 이상",521,94,427
"제주특별자치도","계",675883,338962,336921
"제주특별자치도","0세",3723,1923,1800
"제주특별자치도","1세",4237,2185,2052
"제주특별자치도","2세",4750,2420,2330
"제주특별자치도","3세",5287,2733,2554
"제주특별자치도","4세",5708,2957,2751
"제주특별자치도","5세",6513,3381,3132
"제주특별자치도","6세",6817,3486,3331
"제주특별자치도","7세",7019,3593,3426
"제주특별자치도","8세",7230,3688,3542
"제주특별자치도","9세",7680,3957,3723
"제주특별자치도","10세",7662,3929,3733
"제주특별자치도","11세",7147,3782,3365
"제주특별자치도","12세",7037,3609,3428
"제주특별자치도","13세",7116,3699,3417
"제주특별자치도","14세",7320,3737,3583
"제주특별자치도","15세",6631,3479,3152
"제주특별자치도","16세",6488,3471,3017
"제주특별자치도","17세",7038,3709,3329
"제주특별자치도","18세",6898,3599,3299
"제주특별자치도","19세",6953,3753,3200
"제주특별자치도","20세",7999,4244,3755
"제주특별자치도","21세",8352,4456,3896
"제주특별자치도","22세",7889,4202,3687
"제주특별자치도","23세",7953,4193,3760
"제주특별자치도","24세",8118,4297,3821
"제주특별자치도","25세",8095,4340,3755
"제주특별자치도","26세",8178,4312,3866
"제주특별자치도","27세",8344,4441,3903
"제주특별자치도","28세",8487,4402,4085
"제주특별자치도","29세",8219,4331,3888
"제주특별자치도","30세",7353,3782,3571
"제주특별자치도","31세",7309,3740,3569
"제주특별자치도","32세",6929,3467,3462
"제주특별자치도","33세",6853,3495,3358
"제주특별자치도","34세",7197,3594,3603
"제주특별자치도","35세",7662,3907,3755
"제주특별자치도","36세",8109,4059,4050
"제주특별자치도","37세",8734,4307,4427
"제주특별자치도","38세",9973,4955,5018
"제주특별자치도","39세",11114,5592,5522
"제주특별자치도","40세",11303,5698,5605
"제주특별자치도","41세",11179,5601,5578
"제주특별자치도","42세",10834,5456,5378
"제주특별자치도","43세",9921,4994,4927
"제주특별자치도","44세",10250,5299,4951
"제주특별자치도","45세",10189,5352,4837
"제주특별자치도","46세",10947,5791,5156
"제주특별자치도","47세",12265,6358,5907
"제주특별자치도","48세",12276,6319,5957
"제주특별자치도","49세",12412,6370,6042
"제주특별자치도","50세",13309,6895,6414
"제주특별자치도","51세",12253,6397,5856
"제주특별자치도","52세",12265,6375,5890
"제주특별자치도","53세",12038,6267,5771
"제주특별자치도","54세",10816,5674,5142
"제주특별자치도","55세",11320,5993,5327
"제주특별자치도","56세",10525,5453,5072
"제주특별자치도","57세",10209,5275,4934
"제주특별자치도","58세",11253,5853,5400
"제주특별자치도","59세",10194,5194,5000
"제주특별자치도","60세",10844,5441,5403
"제주특별자치도","61세",10841,5471,5370
"제주특별자치도","62세",9666,4888,4778
"제주특별자치도","63세",8882,4445,4437
"제주특별자치도","64세",8733,4370,4363
"제주특별자치도","65세",8087,4043,4044
"제주특별자치도","66세",8375,4056,4319
"제주특별자치도","67세",6276,3055,3221
"제주특별자치도","68세",5715,2705,3010
"제주특별자치도","69세",5798,2820,2978
"제주특별자치도","70세",5050,2445,2605
"제주특별자치도","71세",4914,2239,2675
"제주특별자치도","72세",5244,2490,2754
"제주특별자치도","73세",5141,2453,2688
"제주특별자치도","74세",5072,2308,2764
"제주특별자치도","75세",4171,1914,2257
"제주특별자치도","76세",4069,1858,2211
"제주특별자치도","77세",4037,1736,2301
"제주특별자치도","78세",3914,1684,2230
"제주특별자치도","79세",4025,1675,2350
"제주특별자치도","80세",3667,1453,2214
"제주특별자치도","81세",3247,1245,2002
"제주특별자치도","82세",3211,1189,2022
"제주특별자치도","83세",2843,1033,1810
"제주특별자치도","84세",2592,870,1722
"제주특별자치도","85세",2291,743,1548
"제주특별자치도","86세",2091,643,1448
"제주특별자치도","87세",1928,538,1390
"제주특별자치도","88세",1661,400,1261
"제주특별자치도","89세",1266,283,983
"제주특별자치도","90세",932,201,731
"제주특별자치도","91세",897,150,747
"제주특별자치도","92세",630,111,519
"제주특별자치도","93세",443,52,391
"제주특별자치도","94세",307,34,273
"제주특별자치도","95세",217,24,193
"제주특별자치도","96세",163,19,144
"제주특별자치도","97세",106,13,93
"제주특별자치도","98세",300,15,285
"제주특별자치도","99세",147,17,130
"제주특별자치도","100세 이상",211,13,198
